,country,city,population
1333008,in,ellenabad,37683.0
1333013,in,elumalai,14456.0
1333015,in,elur,30832.0
1333016,in,eluru,183401.0
1333039,in,eral,9188.0
1333044,in,eraniel,9844.0
1333045,in,erattupetta,33411.0
1333055,in,erode,147283.0
1333075,in,etah,120020.0
1333081,in,etawah,257472.0
1333084,in,ettaiyapuram,12957.0
1333096,in,faizabad,153062.0
1333098,in,faizpur,24536.0
1333115,in,falakata,20120.0
1333125,in,farah,9236.0
1333127,in,farakka,21836.0
1333132,in,faridabad,1280909.0
1333134,in,faridkot,77455.0
1333135,in,faridnagar,11372.0
1333138,in,faridpur,71790.0
1333145,in,farrukhabad,241176.0
1333146,in,farrukhnagar,39771.0
1333147,in,farrukhnagar,10092.0
1333152,in,fatehabad,66017.0
1333157,in,fatehabad,21959.0
1333162,in,fatehgarh churian,18053.0
1333169,in,fatehgarh,14849.0
1333182,in,fatehpur chaurasi,5932.0
1333189,in,fatehpur,83176.0
1333193,in,fatehpur,166496.0
1333200,in,fatehpur sikri,30029.0
1333212,in,fatwa,41652.0
1333216,in,fazilka,70893.0
1333222,in,feroke,30229.0
1333237,in,firozabad,306439.0
1333240,in,firozpur,102138.0
1333242,in,firozpur jhirka,20196.0
1333245,in,forbesganj,45103.0
1333250,in,fort gloster,18349.0
1333279,in,gadag,162583.0
1333292,in,gadarwara,41424.0
1333334,in,gadwal,55958.0
1333354,in,gagret,3026.0
1333391,in,gairatganj,8779.0
1333409,in,gajendragarh,29752.0
1333423,in,gajraula,50385.0
1333443,in,galiakot,6907.0
1333503,in,gandai,12477.0
1333516,in,gandevi,16241.0
1333526,in,gandhidham,136605.0
1333530,in,gandhinagar,231314.0
1333577,in,gangakher,46369.0
1333581,in,ganganagar,231855.0
1333588,in,gangapur,24120.0
1333590,in,gangapur,120123.0
1333600,in,gangarampur,65323.0
1333608,in,gangavalli,10905.0
1333610,in,gangawati,106259.0
1333635,in,gangoh,59525.0
1333638,in,gangotri,811.0
1333649,in,gangtok,30702.0
1333665,in,ganjam,11430.0
1333673,in,ganj muradabad,9971.0
1333680,in,gannavaram,19410.0
1333737,in,garautha,9490.0
1333750,in,gardhiwala,6694.0
1333767,in,garhakota,28117.0
1333831,in,garhshankar,16471.0
1333835,in,gariaband,10416.0
1333836,in,gariadhar,35695.0
1333885,in,garui,16499.0
1333886,in,garulia,74404.0
1333890,in,garwa,40666.0
1333951,in,gaurela,14593.0
1333959,in,gauribidanur,32450.0
1333965,in,gauripur,24695.0
1333974,in,gawan,8745.0
1333978,in,gaya,423737.0
1334019,in,gevrai,30408.0
1334022,in,gezing,869.0
1334040,in,ghamarwin,6691.0
1334054,in,ghanaur,6091.0
1334076,in,ghansor,6597.0
1334095,in,gharghoda,8513.0
1334120,in,ghatal,54663.0
1334122,in,ghatampur,40439.0
1334124,in,ghatanji,20786.0
1334156,in,ghatsila,40022.0
1334169,in,ghaziabad,1199306.0
1334177,in,ghazipur,103105.0
1334197,in,ghiror,14012.0
1334213,in,ghogha,11362.0
1334240,in,ghorawal,7493.0
1334248,in,ghosi,39142.0
1334260,in,ghoti,22097.0
1334271,in,ghugus,31861.0
1334332,in,gidam,6228.0
1334335,in,giddalur,28142.0
1334336,in,giddarbaha,39246.0
1334411,in,goalpara,50761.0
1334417,in,goa velha,5656.0
1334421,in,gobardanga,43812.0
1334433,in,gobindapur,11781.0
1334443,in,gobindpur,27069.0
1334457,in,godda,43663.0
1334463,in,godhra,131921.0
1334484,in,gogapur,6857.0
1334503,in,gohad,51640.0
1334507,in,gohana,56097.0
1334509,in,gohand,7287.0
1334517,in,gohpur,9896.0
1334525,in,gokak,73484.0
1334542,in,gokul,4351.0
1334548,in,gola bazar,10937.0
1334551,in,golaghat,34374.0
1334552,in,gola gokarannath,58992.0
1334556,in,golakganj,8125.0
1334616,in,gomoh,31398.0
1334623,in,gonda,133596.0
1334624,in,gondal,101808.0
1334660,in,gopalganj,63731.0
1334675,in,gopalpur,7163.0
1334676,in,gopalpur,6900.0
1334685,in,gopalur,3324.0
1334688,in,gopamau,13582.0
1334699,in,gopichettipalaiyam,57532.0
1334705,in,gopinathpur,5255.0
1334732,in,gorakhpur,674312.0
1334746,in,goregaon,6946.0
1334765,in,gormi,16889.0
1334779,in,gorur,6192.0
1334785,in,gosainganj,13177.0
1334795,in,gossaigaon,13933.0
1334828,in,govardhan,20046.0
1334834,in,govindgarh,10956.0
1334835,in,govindgarh,10194.0
1334865,in,gua,11390.0
1334867,in,gubbi,17985.0
1334873,in,gudalur,160993.0
1334877,in,gudari,6895.0
1334895,in,gudibanda,9256.0
1334901,in,gudivada,116174.0
1334903,in,gudiyattam,93981.0
1334912,in,gudur,5647.0
1334940,in,guhagar,3425.0
1334948,in,guirim,7058.0
1334978,in,gulabpura,26469.0
1334989,in,gulaothi,46652.0
1334999,in,gulbarga,483655.0
1335014,in,gulmarg,730.0
1335044,in,gumia,47127.0
1335048,in,gumla,44956.0
1335053,in,gummidipundi,16605.0
1335067,in,guna,153705.0
1335115,in,gundlupet,27200.0
1335152,in,gunnaur,20982.0
1335159,in,guntakal,120978.0
1335163,in,guntur,530636.0
1335164,in,gunupur,22266.0
1335203,in,gurdaha,13103.0
1335204,in,gurdaspur,72503.0
1335208,in,gurgaon,197353.0
1335221,in,gurh,13104.0
1335231,in,gurmatkal,18238.0
1335239,in,gursahaiganj,40217.0
1335240,in,gursarai,25193.0
1335249,in,guru har sahai,16029.0
1335260,in,guruvayur,21418.0
1335274,in,guskhara,33783.0
1335293,in,guwahati,899132.0
1335299,in,gwalior,882551.0
1335309,in,gyanpur,13468.0
1335325,in,habra,139310.0
1335348,in,hadgaon,26453.0
1335370,in,haflong,39983.0
1335392,in,hailakandi,31032.0
1335398,in,hajan,10800.0
1335405,in,hajipur,5680.0
1335408,in,hajipur,133621.0
1335440,in,haldaur,18688.0
1335442,in,haldia,207466.0
1335444,in,haldibari,14101.0
1335448,in,haldwani,139512.0
1335468,in,halisahar,128184.0
1335471,in,haliyal,21627.0
1335482,in,halol,45744.0
1335490,in,halvad,26207.0
1335514,in,hamirpur,19281.0
1335515,in,hamirpur,34148.0
1335543,in,handia,17862.0
1335546,in,handwara,12639.0
1335550,in,hangal,26607.0
1335588,in,hansi,82412.0
1335593,in,hansot,12525.0
1335606,in,hanumangarh,155698.0
1335624,in,haora,1027771.0
1335632,in,hapur,242944.0
1335663,in,harda,67394.0
1335675,in,hardoi,122647.0
1335681,in,harduaganj,12329.0
1335701,in,hariana,8333.0
1335708,in,haridwar,186099.0
1335713,in,harihar,78041.0
1335723,in,harij,18965.0
1335735,in,harindanga,6254.0
1335736,in,haringhata,9705.0
1335760,in,haripur,7327.0
1335818,in,harpalpur,17733.0
1335820,in,harpanahalli,44981.0
1335827,in,harrai,10251.0
1335852,in,harsud,16738.0
1335860,in,harur,20407.0
1335875,in,hasanpur,9906.0
1335877,in,hasanpur,57487.0
1335898,in,hassan,128542.0
1335901,in,hastinapur,24095.0
1335908,in,hata,12051.0
1335941,in,hathras,126895.0
1335972,in,hatod,9350.0
1335978,in,hatta,30858.0
1335996,in,haveri,60161.0
1336010,in,hazaribag,140079.0
1336056,in,herbertpur,9479.0
1336066,in,hesla,6286.0
1336089,in,hilsa,41115.0
1336093,in,himatnagar,60638.0
1336104,in,hindaun,95600.0
1336113,in,hindoria,15144.0
1336118,in,hindupur,133313.0
1336123,in,hinganghat,97576.0
1336128,in,hingoli,75884.0
1336139,in,hinjilikatu,22781.0
1336150,in,hirakud,27279.0
1336152,in,hiranagar,9447.0
1336166,in,hirapur,6069.0
1336178,in,hirekerur,16688.0
1336182,in,hiriyur,53524.0
1336195,in,hisar,296456.0
1336197,in,hisua,27946.0
1336216,in,hodal,44304.0
1336222,in,hojai,36871.0
1336225,in,holalkere,15481.0
1336233,in,hole narsipur,28288.0
1336241,in,homnabad,41489.0
1336244,in,honavar,18393.0
1336250,in,honnali,16755.0
1336278,in,hosakote,11692.0
1336279,in,hosanagara,5188.0
1336280,in,hosangadi,2609.0
1336284,in,hosdurga,24687.0
1336286,in,hoshangabad,109370.0
1336288,in,hoshiarpur,158154.0
1336290,in,hoskote,41240.0
1336291,in,hospet,197862.0
1336293,in,hosur,103769.0
1336309,in,hubli,840285.0
1336320,in,hukeri,20826.0
1336366,in,hungund,19037.0
1336369,in,hunsur,47648.0
1336387,in,husainabad,26187.0
1336412,in,hyderabad,3598199.0
1336429,in,ichalkaranji,274405.0
1336434,in,ichchapuram,33757.0
1336440,in,ichhawar,13657.0
1336446,in,idappadi,51647.0
1336447,in,idar,31316.0
1336455,in,idukki,11249.0
1336460,in,igatpuri,35463.0
1336461,in,iglas,13748.0
1336467,in,ikauna,14218.0
1336485,in,ilampillai,11309.0
1336493,in,ilkal,56941.0
1336497,in,iluppur,12472.0
1336518,in,imphal,223537.0
1336533,in,indapur,26754.0
1336550,in,indergarh,17368.0
1336553,in,indi,34078.0
1336558,in,indore,1837230.0
1336572,in,indri,15955.0
1336584,in,ingraj bazar,170056.0
1336611,in,irinjalakuda,29211.0
1336617,in,irugur,19166.0
1336625,in,isagarh,10370.0
1336669,in,islamnagar,29147.0
1336675,in,islampur,55696.0
1336676,in,islampur,31879.0
1336701,in,itanagar,44995.0
1336703,in,itarsi,100585.0
1336704,in,itaunja,6727.0
1336712,in,itimadpur,22700.0
1336731,in,jabalpur,1030276.0
1336786,in,jafarpur,14798.0
1336794,in,jagadhri,112590.0
1336799,in,jagalur,15789.0
1336814,in,jagannathpur,7020.0
1336835,in,jagatsinghapur,32948.0
1336844,in,jagdalpur,76473.0
1336851,in,jagdispur,31032.0
1336855,in,jaggayyapeta,41185.0
1336868,in,jagraon,65310.0
1336873,in,jagtial,99046.0
1336882,in,jahanabad,96397.0
1336883,in,jahanabad,13619.0
1336884,in,jahangirabad,57369.0
1336888,in,jahangirpur,10043.0
1336891,in,jahazpur,20351.0
1336928,in,jaipur,2711937.0
1336934,in,jaisalmer,67609.0
1336939,in,jaisinghnagar,7601.0
1336944,in,jais,25729.0
1336947,in,jaitaran,21405.0
1336990,in,jakhal mandi,7411.0
1337024,in,jalakandapuram,14530.0
1337026,in,jalalabad,29826.0
1337027,in,jalalabad,25305.0
1337029,in,jalali,18179.0
1337031,in,jalalpore,17325.0
1337044,in,jalalpur,31391.0
1337052,in,jalandhar,785234.0
1337067,in,jalaun,55304.0
1337080,in,jalesar,38618.0
1337083,in,jaleswar,23282.0
1337086,in,jalgaon,27796.0
1337107,in,jalna,262055.0
1337112,in,jalor,49686.0
1337116,in,jalpaiguri,107843.0
1337127,in,jamadoba,34778.0
1337130,in,jamai,22590.0
1337138,in,jamalpur,100791.0
1337165,in,jambusar,41596.0
1337188,in,jamkhandi,61696.0
1337189,in,jamkhed,29591.0
1337195,in,jammalamadugu,43875.0
1337198,in,jammu,465600.0
1337199,in,jamnagar,492087.0
1337226,in,jamshedpur,616404.0
1337228,in,jamtara,24391.0
1337236,in,jamui,78189.0
1337249,in,jamuria,160257.0
1337258,in,janakpur road,15071.0
1337271,in,jandiala,25633.0
1337288,in,jangaon,47563.0
1337301,in,jangipur,82555.0
1337334,in,jansath,19469.0
1337349,in,jaora,67210.0
1337408,in,jarwal,17577.0
1337420,in,jasdan,43864.0
1337424,in,jashpurnagar,22609.0
1337425,in,jasidih,16339.0
1337439,in,jaspur,42529.0
1337441,in,jasrana,9884.0
1337455,in,jaswantnagar,27780.0
1337462,in,jatara,17003.0
1337476,in,jatni,56008.0
1337493,in,jaunpur,169589.0
1337506,in,jawad,16889.0
1337517,in,jawala mukhi,5281.0
1337529,in,jawar,7753.0
1337535,in,jawhar,12083.0
1337554,in,jaynagar,20498.0
1337555,in,jaynagar-majilpur,24512.0
1337557,in,jaypur,80844.0
1337560,in,jaysingpur,46946.0
1337568,in,jejuri,14064.0
1337591,in,jetalsar,14771.0
1337597,in,jetpur,118076.0
1337601,in,jevargi,20157.0
1337604,in,jewar,29319.0
1337610,in,jhabua,34138.0
1337618,in,jha jha,38628.0
1337623,in,jhajjar,44125.0
1337642,in,jhalawar,51888.0
1337643,in,jhalida,18059.0
1337651,in,jhalrapatan,33123.0
1337653,in,jhalu,20358.0
1337671,in,jhanjharpur,31323.0
1337679,in,jhansi,412968.0
1337701,in,jhargram,57802.0
1337702,in,jharia,86947.0
1337720,in,jharsuguda,79499.0
1337756,in,jhinjhak,23501.0
1337757,in,jhinjhana,19713.0
1337796,in,jhunjhunun,113201.0
1337804,in,jhusi,16644.0
1337850,in,jind,161271.0
1337866,in,jintur,42423.0
1337873,in,jiran,10983.0
1337906,in,jobat,10786.0
1337907,in,jobner,10829.0
1337917,in,jodhpur,921540.0
1337920,in,jodiya,15788.0
1337934,in,jogbani,33303.0
1337939,in,jogighopa,2415.0
1337941,in,jogindarnagar,5234.0
1337986,in,jorhat,69036.0
1337998,in,joshimath,13866.0
1338009,in,joura,26341.0
1338014,in,jua,5470.0
1338019,in,jubbal,1327.0
1338031,in,jugsalai,49411.0
1338059,in,julana,14509.0
1338069,in,junagadh,184459.0
1338072,in,junagarh,16857.0
1338085,in,junnar,25999.0
1338096,in,jutogh,2470.0
1338118,in,kabrai,24774.0
1338165,in,kachhwa,15383.0
1338199,in,kadambur,4512.0
1338210,in,kadaura,13785.0
1338214,in,kadayanallur,77779.0
1338221,in,kadi,58070.0
1338225,in,kadipur,7473.0
1338229,in,kadiri,81507.0
1338246,in,kadur,32938.0
1338261,in,kagal,25481.0
1338266,in,kagaznagar,60163.0
1338301,in,kaikalur,20763.0
1338306,in,kailaras,24542.0
1338309,in,kailasahar,22124.0
1338325,in,kaimganj,32861.0
1338331,in,kaimur,20156.0
1338357,in,kairana,80440.0
1338374,in,kaithal,140614.0
1338421,in,kakching,30420.0
1338431,in,kakinada,292956.0
1338451,in,kakori,18334.0
1338466,in,kakrala,35694.0
1338512,in,kalagarh,13298.0
1338520,in,kalaikunda,3232.0
1338548,in,kalamb,27287.0
1338552,in,kalamnuri,22709.0
1338557,in,kalanaur,13671.0
1338567,in,kalanwali,27357.0
1338587,in,kalas,14858.0
1338596,in,kalavad,26289.0
1338597,in,kalavai,10057.0
1338626,in,kalghatgi,15428.0
1338666,in,kalikapur,4061.0
1338679,in,kalinagar,10729.0
1338698,in,kaliyaganj,51753.0
1338703,in,kalka,32207.0
1338727,in,kallidaikurichchi,25515.0
1338734,in,kallupatti,9725.0
1338744,in,kalmeshwar,19387.0
1338749,in,kalna,53969.0
1338752,in,kalol,106958.0
1338765,in,kalpi,44343.0
1338788,in,kalugumalai,15425.0
1338820,in,kalyani,93193.0
1338821,in,kalyan,1262355.0
1338839,in,kamakhyanagar,15820.0
1338844,in,kamalapuram,14677.0
1338845,in,kamalganj,16223.0
1338856,in,kamalpur,5509.0
1338867,in,kaman,33527.0
1338872,in,kamareddi,71049.0
1338877,in,kamarhati,332997.0
1338892,in,kambam,60834.0
1338935,in,kampil,9201.0
1338936,in,kampli,36644.0
1338949,in,kamthi,86220.0
1338957,in,kanadukathan,4814.0
1338971,in,kanakapura,50757.0
1339029,in,kanchipuram,155043.0
1339031,in,kanchrapara,136967.0
1339062,in,kandhla,43391.0
1339076,in,kandi,54853.0
1339085,in,kandla,25845.0
1339091,in,kandra,6902.0
1339098,in,kandri,8323.0
1339130,in,kangayam,31367.0
1339143,in,kangra,9159.0
1339171,in,kanigiri,25045.0
1339175,in,kanina,10816.0
1339221,in,kankavli,15735.0
1339222,in,kanke,16714.0
1339223,in,kanker,25987.0
1339232,in,kankipadu,14249.0
1339234,in,kankon,12446.0
1339245,in,kannad,42059.0
1339251,in,kannangad,68456.0
1339255,in,kannauj,76721.0
1339259,in,kanniyakumari,20542.0
1339261,in,kannod,15872.0
1339265,in,kannur,7625.0
1339266,in,kanodar,11954.0
1339274,in,kanor,13090.0
1339286,in,kanpur,2823523.0
1339302,in,kantabanji,21026.0
1339319,in,kanth,24886.0
1339327,in,kantilo,8862.0
1339329,in,kant,24432.0
1339374,in,kapasan,19732.0
1339389,in,kapra,198349.0
1339393,in,kaptanganj,12300.0
1339408,in,kapurthala,92674.0
1339418,in,karad,55667.0
1339433,in,karaikkudi,91916.0
1339453,in,karamadai,31190.0
1339455,in,karambakkudi,12371.0
1339464,in,karamsad,32382.0
1339474,in,karanja,64740.0
1339486,in,karanpura,21606.0
1339501,in,karari,14404.0
1339516,in,karauli,73722.0
1339547,in,kareli,27811.0
1339555,in,karera,26215.0
1339569,in,kargil,13843.0
1339572,in,karhal,26696.0
1339584,in,kariapatti,14398.0
1339598,in,karimganj,55293.0
1339601,in,karimnagar,228770.0
1339604,in,karimpur,9565.0
1339623,in,karjat,34577.0
1339627,in,karkal,25376.0
1339657,in,karmala,22811.0
1339678,in,karnal,225064.0
1339710,in,karrapur,9993.0
1339717,in,karsiyang,46431.0
1339727,in,kartarpur,26703.0
1339741,in,karumbakkam,11992.0
1339758,in,karur,76922.0
1339775,in,karwar,64462.0
1339796,in,kasaragod,53313.0
1339809,in,kasauli,5215.0
1339815,in,kasba,26940.0
1339837,in,kasganj,99472.0
1339850,in,kashipur,103149.0
1339862,in,kasimbazar,10727.0
1339884,in,kasrawad,21486.0
1339906,in,katangi,15323.0
1339932,in,katghora,20115.0
1339968,in,kathor,15311.0
1339974,in,kathua,48555.0
1339984,in,katihar,192575.0
1340013,in,katol,41896.0
1340019,in,katpadi,16408.0
1340024,in,katra,9107.0
1340027,in,katra,6853.0
1340032,in,katras,57355.0
1340043,in,kattivakkam,34598.0
1340057,in,katwa,78416.0
1340097,in,kavali,83361.0
1340100,in,kavant,8618.0
1340104,in,kavaratti,10689.0
1340108,in,kaveripattinam,14209.0
1340132,in,kawardha,35241.0
1340143,in,kayalpattinam,36178.0
1340150,in,kayankulam,64189.0
1340153,in,kayattar,10008.0
1340173,in,kedarnath,508.0
1340192,in,kekri,37853.0
1340195,in,kelamangalam,11328.0
1340231,in,kemri,26729.0
1340239,in,kenda,15132.0
1340247,in,kendrapara,43847.0
1340250,in,kenduadih,9033.0
1340296,in,kerur,17930.0
1340300,in,kesabpur,10921.0
1340318,in,keshod,68523.0
1340325,in,keshorai patan,23466.0
1340334,in,kesinga,17995.0
1340370,in,khachrod,31829.0
1340384,in,khadki,75660.0
1340393,in,khaga,13339.0
1340394,in,khagaria,49988.0
1340396,in,khagaul,51583.0
1340405,in,khailar,13334.0
1340411,in,khairabad,42129.0
1340412,in,khairagarh,20097.0
1340413,in,khairagarh,15736.0
1340433,in,khair,30176.0
1340470,in,khajuraho,25681.0
1340523,in,khalilabad,45325.0
1340551,in,khamanon,9395.0
1340552,in,khamaria,15034.0
1340567,in,khambhaliya,38123.0
1340568,in,khambhat,81334.0
1340573,in,khamgaon,94612.0
1340581,in,khammam,170522.0
1340603,in,khanapur,17217.0
1340626,in,khandela,23165.0
1340646,in,khandwa,182860.0
1340674,in,khanna,117146.0
1340681,in,khanpur,14854.0
1340682,in,khanpur,14689.0
1340696,in,khapa,15176.0
1340719,in,kharagpur,219686.0
1340720,in,kharagpur,27495.0
1340734,in,kharakvasla,23677.0
1340742,in,kharar,45694.0
1340743,in,kharar,12051.0
1340763,in,khardaha,128358.0
1340775,in,kharela,13800.0
1340788,in,khargapur,13508.0
1340792,in,khargone,94995.0
1340797,in,khargupur,9577.0
1340800,in,kharhial,14008.0
1340849,in,kharod,8927.0
1340864,in,kharsawan,7217.0
1340865,in,kharsia,18258.0
1340897,in,khatauli,64737.0
1340901,in,khategaon,23407.0
1340908,in,khatima,15716.0
1340925,in,khatra,16484.0
1340954,in,khawhai,2537.0
1340961,in,kheda,24768.0
1340964,in,khed brahma,29404.0
1340966,in,khed,14830.0
1340981,in,khekra,42412.0
1340991,in,khem karan,12637.0
1341020,in,kheralu,20757.0
1341040,in,kheri,26330.0
1341070,in,khetia,15022.0
1341074,in,khetri,17178.0
1341096,in,khilchipur,16412.0
1341140,in,khirkiya,18500.0
1341215,in,khonsa,10188.0
1341217,in,khopoli,64465.0
1341243,in,khour,6690.0
1341244,in,khowai,20049.0
1341254,in,khudaganj,12638.0
1341286,in,khujner,9951.0
1341289,in,khuldabad,14415.0
1341310,in,khunti,31370.0
1341312,in,khurai,31617.0
1341321,in,khurda,42530.0
1341335,in,khurja,105920.0
1341352,in,khutar,15620.0
1341387,in,kichha,34908.0
1341403,in,kilakarai,30471.0
1341442,in,kilvelur,7629.0
1341464,in,kinwat,25958.0
1341469,in,kiranur,10134.0
1341470,in,kiraoli,21026.0
1341475,in,kiratpur,60229.0
1341478,in,kiri buru,9720.0
1341518,in,kishanganj,94817.0
1341523,in,kishangarh,10288.0
1341534,in,kishanpur,6105.0
1341538,in,kishni,9853.0
1341547,in,kishtwar,20561.0
1341587,in,koath,16727.0
1341595,in,koch bihar,78744.0
1341599,in,kochi,604751.0
1341600,in,kochinda,14083.0
1341606,in,kodaikanal,35024.0
1341609,in,kodala,13188.0
1341620,in,kodar,59182.0
1341622,in,kodarma,19182.0
1341632,in,kodigenahalli,5727.0
1341639,in,kodinar,34933.0
1341644,in,kodlipet,2686.0
1341648,in,kodoli,17537.0
1341650,in,kodumudi,13053.0
1341654,in,kodungallur,34213.0
1341673,in,kohima,92117.0
1341725,in,kokrajhar,31972.0
1341749,in,kolaras,17176.0
1341754,in,kolar,126452.0
1341766,in,kolhapur,516184.0
1341794,in,kollam,394198.0
1341797,in,kollegal,56502.0
1341828,in,kombai,13209.0
1341849,in,konanur,9555.0
1341856,in,konch,52778.0
1341858,in,kondagaon,27630.0
1341869,in,kondapalle,38722.0
1341889,in,konganapuram,8331.0
1341904,in,konnagar,76090.0
1341907,in,konnur,19168.0
1341928,in,kopaganj,33543.0
1341930,in,kopargaon,65121.0
1341938,in,koppa,5124.0
1341939,in,koppal,60873.0
1341947,in,koradacheri,6151.0
1341962,in,korampallam,3228.0
1341966,in,koraput,41174.0
1341968,in,koratagere,14446.0
1341973,in,koratla,60238.0
1341975,in,korba,419326.0
1341980,in,koregaon,25846.0
1342023,in,kosamba,33221.0
1342039,in,kosgi,15455.0
1342057,in,kotagiri,28850.0
1342061,in,kota,763141.0
1342063,in,kota,14632.0
1342064,in,kota,15584.0
1342077,in,kotaparh,15480.0
1342081,in,kotar,6959.0
1342098,in,kotdwara,27012.0
1342122,in,kothapet,4266.0
1342143,in,kothi,7796.0
1342163,in,kot isa khan,9639.0
1342166,in,kot kapura,88360.0
1342167,in,kot khai,1253.0
1342200,in,kotma,31759.0
1342205,in,kot putli,43654.0
1342211,in,kotra,8535.0
1342229,in,kottagudem,79255.0
1342233,in,kottaiyur,11520.0
1342243,in,kottapalli,9901.0
1342255,in,kottayam,59442.0
1342263,in,kotturu,24006.0
1342280,in,kovilpatti,90304.0
1342282,in,kovur,35607.0
1342284,in,kovvur,40383.0
1342293,in,koyilandi,70666.0
1342320,in,krishnagiri,66425.0
1342325,in,krishnanagar,145941.0
1342327,in,krishnapur,7336.0
1342328,in,krishnarajasagara,8713.0
1342329,in,krishnarajpet,24291.0
1342370,in,kuchaman,56729.0
1342377,in,kuchera,21798.0
1342395,in,kudal,14433.0
1342408,in,kudchi,19274.0
1342411,in,kud,1242.0
1342413,in,kudligi,22975.0
1342448,in,kuju,19392.0
1342473,in,kukshi,26185.0
1342500,in,kulgam,16247.0
1342533,in,kulpahar,18978.0
1342539,in,kulti,305434.0
1342543,in,kulu,19832.0
1342582,in,kumbakonam,139276.0
1342597,in,kumbhraj,16393.0
1342612,in,kumhari,38351.0
1342622,in,kumher,21904.0
1342637,in,kumsi,6468.0
1342639,in,kumta,28002.0
1342662,in,kunda,24951.0
1342685,in,kundarki,27200.0
1342696,in,kundgol,17618.0
1342705,in,kundla,76814.0
1342728,in,kunigal,33276.0
1342748,in,kunnamangalam,38372.0
1342749,in,kunnamkulam,63950.0
1342792,in,kuppam,19856.0
1342809,in,kurali,25332.0
1342813,in,kurandvad,21389.0
1342820,in,kurara,12731.0
1342836,in,kurduvadi,23132.0
1342844,in,kurgunta,8682.0
1342861,in,kurinjippadi,23019.0
1342911,in,kurud,11296.0
1342940,in,kushalgarh,10350.0
1342942,in,kushalnagar,14962.0
1342950,in,kushtagi,24182.0
1342997,in,kutiyana,16879.0
1343017,in,kuttanallur,23260.0
1343041,in,kuzhithurai,20613.0
1343082,in,lachhmangarh,48145.0
1343122,in,ladnun,60494.0
1343136,in,ladwa,23567.0
1343154,in,lahar,32889.0
1343155,in,laharpur,55917.0
1343258,in,lakheri,28466.0
1343262,in,lakhimpur,59844.0
1343263,in,lakhimpur,140237.0
1343266,in,lakhipur,12873.0
1343268,in,lakhisarai,89509.0
1343274,in,lakhnadon,15591.0
1343275,in,lakhna,11390.0
1343277,in,lakhnau,2472250.0
1343292,in,lakhtar,14534.0
1343314,in,laksar,19272.0
1343315,in,lakshettipet,11164.0
1343324,in,lakshmeshwar,35143.0
1343343,in,lala,10942.0
1343370,in,lalganj,31882.0
1343371,in,lalganj,23730.0
1343378,in,lalgudi,20918.0
1343385,in,lalitpur,126487.0
1343407,in,lalpur,15076.0
1343417,in,lalsot,31482.0
1343505,in,lanja,13120.0
1343563,in,lar,26691.0
1343572,in,lasalgaon,13666.0
1343601,in,latehar,20771.0
1343605,in,lathi,22747.0
1343622,in,latur,348994.0
1343659,in,lawar,19558.0
1343673,in,leh,37498.0
1343746,in,limbdi,41743.0
1343773,in,lingsugur,29785.0
1343808,in,lodhikheda,9995.0
1343841,in,lohardaga,53037.0
1343858,in,loharu,12411.0
1343913,in,lonar,21767.0
1343916,in,lonavale,58567.0
1343919,in,londa,6132.0
1343942,in,loni,164927.0
1343959,in,lormi,12858.0
1343961,in,losal,27966.0
1343981,in,loyabad,33165.0
1343994,in,ludhiana,1545476.0
1344030,in,lumding,25777.0
1344036,in,lunavada,35433.0
1344051,in,lunglei,52734.0
1344086,in,machalpur,8557.0
1344093,in,macherla,51044.0
1344099,in,machhiwara,20448.0
1344102,in,machhlishahr,25250.0
1344112,in,machilipatnam,192848.0
1344144,in,madanapalle,108605.0
1344149,in,madanpur,12960.0
1344184,in,maddur,28143.0
1344188,in,madgaon,86827.0
1344201,in,madhavaram,90052.0
1344209,in,madhipura,50575.0
1344213,in,madhoganj,10300.0
1344214,in,madhogarh,5052.0
1344215,in,madhogarh,10531.0
1344228,in,madhubani,71590.0
1344234,in,madhugiri,28127.0
1344241,in,madhupur,50677.0
1344248,in,madhyamgram,161142.0
1344250,in,madikeri,33543.0
1344273,in,madras,4328416.0
1344290,in,madukkarai,29147.0
1344291,in,madukkur,15631.0
1344292,in,madurai,909988.0
1344304,in,magadi,27215.0
1344305,in,magam,4690.0
1344325,in,maghar,17013.0
1344347,in,mahabaleshwar,13599.0
1344350,in,mahaban,9515.0
1344367,in,mahad,26667.0
1344383,in,mahalingpur,32702.0
1344393,in,maham,19385.0
1344406,in,maharajganj,22433.0
1344407,in,maharajganj,30551.0
1344429,in,mahasamund,50447.0
1344440,in,mahbubabad,37957.0
1344442,in,mahbubnagar,136150.0
1344455,in,mahe,38188.0
1344456,in,mahemdavad,32506.0
1344460,in,mahendragarh,25730.0
1344469,in,mahesana,102675.0
1344476,in,maheshwar,21502.0
1344482,in,mahiari,17053.0
1344498,in,mahishadal,17988.0
1344517,in,mahmudabad,45925.0
1344534,in,mahoba,89179.0
1344540,in,maholi,19345.0
1344555,in,mahroni,8899.0
1344564,in,mahudha,16828.0
1344580,in,mahur,7178.0
1344585,in,mahuva,74625.0
1344589,in,mahwa,22626.0
1344593,in,maibong,8365.0
1344603,in,maihar,37917.0
1344613,in,mailani,14213.0
1344629,in,mainaguri,29462.0
1344634,in,maindargi,11445.0
1344637,in,mainpuri,94629.0
1344646,in,mairang,12586.0
1344652,in,mairwa,20165.0
1344658,in,maisuru,868385.0
1344665,in,majalgaon,47848.0
